단속장소,count,도로명주소,지번주소
서울특별시 강서구  화곡동 662-19,142,서울특별시 강서구 가로공원로 지하189 (화곡동),서울특별시 강서구 화곡동 662-15 가로공원로 지하공영주차장
서울특별시 강서구  양천로 528 (등촌동),141,서울특별시 강서구 양천로 528 (등촌동),서울특별시 강서구 등촌동 629
서울특별시 강서구 공항대로71길 49,141,"서울특별시 강서구 공항대로71길 49 (염창동, 송촌스페이스향)",서울특별시 강서구 염창동 264-18 송촌스페이스향
서울특별시 강서구 금낭화로 5,140,서울특별시 강서구 금낭화로 5 (방화동),서울특별시 강서구 방화동 606-15 부자빌딩
서울특별시 강서구 개화동로21길 개화산역,139,서울특별시 강서구 양천로 28 (방화동),서울특별시 강서구 방화동 849
서울특별시 강서구 가로공원로 208,139,서울특별시 강서구 가로공원로 208 (화곡동),서울특별시 강서구 화곡동 368-32
서울특별시 강서구 화곡로63길 ,136,서울특별시 강서구 화곡로63길 19 (등촌동),서울특별시 강서구 등촌동 658-3 경향교회
서울특별시 강서구 과해동 하늘길,134,서울특별시 강서구 하늘길 38 (방화동),서울특별시 강서구 방화동 886
서울특별시 강서구 강서로33가길 17,133,서울특별시 강서구 강서로33가길 17 (화곡동),서울특별시 강서구 화곡동 1050-3 화곡3동주민센터
서울특별시 강서구 화곡로18길 24,132,"서울특별시 강서구 화곡로18길 24 (화곡동, 강서뉴타워)",서울특별시 강서구 화곡동 1071-19 강서뉴타워
서울특별시 강서구 수협은행방화동지점,131,서울특별시 강서구 초원로 35 (방화동),서울특별시 강서구
서울특별시 강서구  화곡동 662-12,129,서울특별시 강서구?가로공원로?지하189?(화곡동),서울특별시 강서구?화곡동?662-15 가로공원로 지하공영주차장
서울특별시 강서구  공항대로45길 102,129,서울특별시 강서구 공항대로45길 102 (등촌동),서울특별시 강서구 등촌동 629-1
서울특별시 강서구 개화동로27가길 33,129,서울특별시 강서구 개화동로27가길 33 (방화동),서울특별시 강서구 방화동 619-7 에어팰리스
서울특별시 강서구 662-15 가로공원로 지하공영주차장,128,서울특별시 강서구 가로공원로 지하189 (화곡동),서울특별시 강서구 화곡동 662-15 가로공원로 지하공영주차장
서울특별시 강서구 국회대로 ,128,서울특별시 강서구 국회대로 53 (화곡동),서울특별시 강서구 화곡동 932-6
서울특별시 강서구 까치산로4나길 8,128,"서울특별시 강서구 까치산로4나길 8 (화곡동, 우성)",서울특별시 강서구 화곡동 105-9 우성
서울특별시 강서구 마곡동로3길 ,127,서울특별시 강서구 마곡동로3길 6 (마곡동),서울특별시 강서구 마곡동 774-11 NY타워
서울특별시 강서구 공항대로59가길 비원빌딩,125,서울특별시 강서구 공항대로 525 (등촌동),서울특별시 강서구 등촌동 648-6
서울특별시 강서구 양천로10길 33,124,"서울특별시 강서구 양천로10길 33 (방화동, 예지움)",서울특별시 강서구 방화동 555-13 예지움
서울특별시 강서구 강서로33가길 7,121,"서울특별시 강서구 강서로33가길 7 (화곡동, 메트로빌)",서울특별시 강서구 화곡동 1050-18 메트로빌
서울특별시 강서구 곰달래로24길 18,121,서울특별시 강서구 곰달래로24길 18 (화곡동),서울특별시 강서구 화곡동 899-6 남흥빌딩
서울특별시 강서구 등촌주공1-2단지상가,119,서울특별시 강서구 강서로68길 36 (등촌동),서울특별시 강서구 등촌동 687
서울특별시 강서구 국회대로 59-15,119,"서울특별시 강서구 국회대로 59-15 (화곡동, 청화그린빌라)",서울특별시 강서구 화곡동 933-6 청화그린빌라
서울특별시 강서구 마곡동로 ,118,서울특별시 강서구 마곡동로 161 (마곡동),서울특별시 강서구 마곡동 812 서울식물원
서울특별시 강서구 등촌로 17,117,서울특별시 강서구 등촌로 17 (화곡동),서울특별시 강서구 화곡동 781-6
서울특별시 강서구 방화동로 126,117,"서울특별시 강서구 방화동로 126 (방화동, 삼정아파트)",서울특별시 강서구 방화동 567-4 삼정아파트
서울특별시 강서구 화곡로59길 건강관리협회,116,서울특별시 강서구 화곡로 335 (화곡동),서울특별시 강서구 화곡동 1097
서울특별시 강서구 강서로33가길 11,115,서울특별시 강서구 강서로33가길 11 (화곡동),서울특별시 강서구 화곡동 1050-17
서울특별시 강서구 마곡중앙8로3길 79,115,서울특별시 강서구 마곡중앙8로3길 79 (마곡동),서울특별시 강서구 마곡동 778
서울특별시 강서구  마곡동 755-11,113,서울특별시 강서구?마곡중앙로?175-16?(마곡동),서울특별시 강서구?마곡동?755-10
서울특별시 강서구 무학아파트105동,113,서울특별시 강서구 양천로77길 45 (염창동),서울특별시 강서구 염창동 255
서울특별시 강서구 금낭화로 91-2,113,서울특별시 강서구 금낭화로 91-2 (방화동),서울특별시 강서구 방화동 483-5 대승프라자
서울특별시 강서구 등촌동성105동입구,111,서울특별시 강서구 강서로68길 108 (등촌동),서울특별시 강서구 등촌동 691-1
서울특별시 강서구 서광등촌아파트정문,111,서울특별시 강서구 공항대로45길 68-6 (등촌동),서울특별시 강서구 등촌동 638
서울특별시 강서구 양천로61길 빗물펌프장,111,서울특별시 강서구 양천로67길 93-22 (염창동),서울특별시 강서구 염창동 217-10
서울특별시 강서구 하늘길 111,111,서울특별시 강서구 하늘길 111 (공항동),서울특별시 강서구 공항동 1373 국내선 주차대기실
서울특별시 강서구 가양동보람더하임아파트앞,109,서울특별시 강서구 양천로53길 66 (가양동),서울특별시 강서구 가양동 1497
서울특별시 강서구 화곡로 354-5,108,서울특별시 강서구 화곡로 354-5 (화곡동),서울특별시 강서구 화곡동 1110 연우넥스트파크뷰
서울특별시 강서구 양천로53길 서서울매매,107,서울특별시 강서구 양천로53길 30 (가양동),서울특별시 강서구 가양동 51-3
서울특별시 강서구 공항대로59가길 25,106,서울특별시 강서구 공항대로59가길 25 (등촌동),서울특별시 강서구 등촌동 647-81
서울특별시 강서구 화곡로61길 ,106,서울특별시 강서구 화곡로61길 99 (등촌동),서울특별시 강서구 등촌동 661 서울미디어대학원대학교
서울특별시 강서구 강서로56가길 강서우체국,103,서울특별시 강서구 강서로 448 (등촌동),서울특별시 강서구 등촌동 681 서울강서우체국
서울특별시 강서구 강서로56가길 145,103,서울특별시 강서구 강서로56가길 145 (등촌동),서울특별시 강서구 등촌동 683-1 뉴스토리오피스텔
서울특별시 강서구 공항대로45길 10,103,서울특별시 강서구 공항대로45길 10 (등촌동),서울특별시 강서구 등촌동 655-35
서울특별시 강서구  화곡동 944-1,102,"서울특별시 강서구?우현로?6-1?(화곡동, 블리스빌)",서울특별시 강서구 화곡동 94-1 블리스빌
서울특별시 강서구 강서로47가길 12,102,서울특별시 강서구 강서로47가길 12 (내발산동),서울특별시 강서구 내발산동 700-22
서울특별시 강서구 마곡중앙6로 89,101,서울특별시 강서구 마곡중앙6로 89 (마곡동),서울특별시 강서구 마곡동 795-6 뉴골든타워
서울특별시 강서구 곰달래로51길 28,100,"서울특별시 강서구 곰달래로51길 28 (화곡동, M펠리체)",서울특별시 강서구 화곡동 830-5 M펠리체
서울특별시 강서구 양천로28길 38,100,서울특별시 강서구 양천로28길 38 (방화동),서울특별시 강서구 방화동 189-6
서울특별시 강서구 양천로53길 서서울모터리움,100,서울특별시 강서구 양천로53길 30 (가양동),서울특별시 강서구 가양동 50-5 서서울모터리움
서울특별시 강서구 양천로57길 탐라영재관,100,서울특별시 강서구 양천로57길 10-10 (가양동),서울특별시 강서구 가양동 1480-6 탐라영재관
서울특별시 강서구 강서로33가길 화곡3동주민센터,99,서울특별시 강서구 강서로33가길 17 (화곡동),서울특별시 강서구 화곡동 1050-3 화곡3동주민센터
서울특별시 강서구 방화동로 삼정프라자,98,서울특별시 강서구 방화동로 126 (방화동),서울특별시 강서구 방화동 567-4
서울특별시 강서구 강서로 406,98,서울특별시 강서구 강서로 406 (등촌동),서울특별시 강서구 등촌동 678-7 동광빌딩
서울특별시 강서구  양천로 528,97,서울특별시 강서구 양천로 528 (등촌동),서울특별시 강서구 등촌동 629
서울특별시 강서구 1373,96,서울특별시 강서구 하늘길 111 (공항동),서울특별시 강서구 공항동 1373 국내선 주차대기실
서울특별시 강서구 금낭화로 방화그린공원,95,서울특별시 강서구 금낭화로 176 (방화동),서울특별시 강서구 방화동 855
서울특별시 강서구 화곡로31나길 강서힐스테이트,95,서울특별시 강서구 우현로 67 (화곡동),서울특별시 강서구 화곡동 1165
서울특별시 강서구 곰달래로24길 23,95,서울특별시 강서구 곰달래로24길 23 (화곡동),서울특별시 강서구 화곡동 903-16
서울특별시 강서구 까치산로4나길 4,95,"서울특별시 강서구 까치산로4나길 4 (화곡동, 그린힐)",서울특별시 강서구 화곡동 105-384 그린힐
서울특별시 강서구 월정로28길 10,94,서울특별시 강서구 월정로28길 10 (화곡동),서울특별시 강서구 화곡동 359-1
서울특별시 강서구 가양3단지302동앞,93,서울특별시 강서구 허준로 139 (가양동),서울특별시 강서구 가양동 1475
서울특별시 강서구 엠밸리3단지301동,93,서울특별시 강서구 마곡서1로 132 (마곡동),서울특별시 강서구 마곡동 736
서울특별시 강서구 마곡중앙로 헤리움2차앞,92,no,no
서울특별시 강서구  마곡동 757,92,서울특별시 강서구 마곡중앙로 161-8 (마곡동),서울특별시 강서구 마곡동 757 두산더랜드파크
서울특별시 강서구 방화대로47가길 삼익아파트,91,no,no
서울특별시 강서구  마곡동 756-5,91,서울특별시 강서구 마곡중앙로 177 (마곡동),서울특별시 강서구 마곡동 756-5 더넥센유니버시티
서울특별시 강서구 공항대로 653-5,91,서울특별시 강서구 공항대로 653-5 (염창동),서울특별시 강서구 염창동 283-3 대명투웨니퍼스트
서울특별시 강서구 금낭화로 방화역,91,서울특별시 강서구 금낭화로 지하132 (방화동),서울특별시 강서구 방화동 829-15 방화역 5호선
서울특별시 강서구  방화동 596-1,90,no,no
서울특별시 강서구 곰달래로19길 29,90,"서울특별시 강서구 곰달래로19길 29 (화곡동, 오화주택)",서울특별시 강서구 화곡동 424-10 오화주택
서울특별시 강서구 화곡로31다길 21,88,"서울특별시 강서구 화곡로31다길 21 (화곡동, 덕현제왕타워아파트)",서울특별시 강서구 화곡동 1026-2 덕현제왕타워아파트
서울특별시 강서구 한강자이아파트후문,87,no,no
서울특별시 강서구  공항대로45길 44,86,서울특별시 강서구 공항대로45길 44 (등촌동),서울특별시 강서구 등촌동 641-11 청림오피스텔
서울특별시 강서구 양천로53길 30,85,서울특별시 강서구 양천로53길 30 (가양동),서울특별시 강서구 가양동 50-5 서서울모터리움
서울특별시 강서구 공항대로59가길 14,84,"서울특별시 강서구 공항대로59가길 14 (등촌동, 아임2030 등촌역)",서울특별시 강서구 등촌동 648-5 아임2030 등촌역
