crosswalk_id,bus,on_bus,off_bus,distance
06-0000015691,우장산파크빌,229.2926829268293,88.60975609756098,13.654395687809998
06-0000024368,강서농수산물도매시장,59.04878048780488,49.78048780487805,13.758150085615313
06-0000013053,서광아파트,39.073170731707314,0.1463414634146341,13.796355747555479
06-0000013370,등촌7단지,222.85365853658536,147.0,13.833879950174168
06-0000013448,서울강서우체국,15.107317073170732,58.204878048780486,13.993884496083004
06-0000012098,화곡중.고등학교,123.7560975609756,313.5609756097561,14.042112884868647
06-0000014163,등촌3동성당사거리,40.85365853658536,169.90243902439025,14.12030978451713
06-0000012074,수정빌딩,45.426829268292686,65.17073170731707,14.206089870587132
06-0000014500,등촌3동대림아파트,42.89430894308943,60.94308943089431,14.21996986810944
06-0000027110,서광아파트,0.3414634146341463,30.0,14.247542929817692
06-0000014160,등촌3동천주교회,43.829268292682926,46.89024390243903,14.403474354657991
06-0000012421,강서구민회관,41.707317073170735,98.1951219512195,14.42326206237045
06-0000013499,방화동동부센트레빌아파트,63.80184331797235,21.880184331797235,14.459616782813933
06-0000013466,양천향교입구,42.823170731707314,61.28048780487805,14.50758256062993
06-0000018193,가양도시개발5단지아파트,44.80487804878049,34.109756097560975,14.626067888034937
06-0000012869,선교교회,9.634146341463415,22.60975609756097,14.634044502994755
06-0000012872,선교교회,9.634146341463415,22.60975609756097,14.693063299191548
06-0000011882,수명산근린공원,14.902439024390244,146.21951219512195,14.724572427289878
06-0000013635,방화사거리,13.867052023121389,28.40751445086705,14.732326852907018
06-0000012386,푸르지오APT,82.2439024390244,193.7560975609756,14.756207267112307
06-0000047725,마곡나루역,47.19512195121951,224.4878048780488,14.81723148514552
06-0000013157,가양초등학교,77.9219512195122,74.06341463414634,14.835592606140207
06-0000037713,방화사거리,13.867052023121389,28.40751445086705,14.878547674748303
06-0000012583,우장산투웨니퍼스트오피스텔,74.63414634146342,138.7560975609756,14.945077452418642
06-0000003592,등촌강변샤르망오피스텔,15.268292682926829,77.6829268292683,15.089974563836451
06-0000022626,우장산꿈에그린아파트,97.8780487804878,100.3170731707317,15.245729838049925
06-0000014166,등촌미주.진로아파트,55.90243902439025,127.36585365853658,15.266080207421663
06-0000038068,공항시장역.공항성산교회,68.37743190661479,44.58365758754864,15.382880259880174
06-0000013353,목동사거리,216.41463414634143,193.450110864745,15.487854910856429
06-0000033817,새마을금고,18.902439024390244,65.07317073170732,15.558268882095021
06-0000045810,마곡13단지힐스테이트후문,72.1219512195122,1.2926829268292683,15.628420536263732
06-0000012109,신월동기점,32.36666666666667,4.025,15.652902695759071
06-0000027411,우성아파트,60.29268292682927,94.1219512195122,15.692038220754858
06-0000012096,송화시장,228.17073170731703,988.6585365853658,15.750935720489592
06-0000032155,영일고등학교.강서도서관,190.4609756097561,160.46829268292683,15.766738012611174
06-0000013158,강서구청별관,87.84552845528455,17.024390243902438,15.832283864155597
06-0000011418,강서노인회관,126.0,88.70731707317073,15.837560633381084
06-0000013282,황제참치,25.97560975609756,38.0,16.07409622750093
06-0000051452,선교교회,9.634146341463415,22.60975609756097,16.09656428248772
